iter	RMSE
548	283.3136055
549	283.2423033
550	283.1732556
551	283.1146395
552	283.0826771
553	283.0355173
554	282.96851
555	282.9145311
556	282.8802168
557	282.824108
558	282.766688
559	282.7151042
560	282.6152034
561	282.4862355
562	282.3325748
563	282.2869618
564	282.1708161
565	282.0724104
566	281.9519122
567	281.8901807
568	281.8109903
569	281.737041
570	281.6894439
571	281.6405167
572	281.585098
573	281.5325709
574	281.4792599
575	281.4312276
576	281.3892065
577	281.3476135
578	281.2916497
579	281.2323943
580	281.1360643
581	281.0771195
582	280.976749
583	280.9391632
584	280.8727414
585	280.7638278
586	280.6618954
587	280.6154075
588	280.5366552
589	280.4668979
590	280.3997001
591	280.3212258
592	280.2745425
593	280.1787421
594	280.1417065
595	280.0933563
596	280.0493264
597	279.950644
598	279.9059894
599	279.8722162
600	279.8148462
601	279.7711897
602	279.7018408
603	279.6682491
604	279.6312905
605	279.545257
606	279.5025096
607	279.3919309
608	279.3377795
609	279.2979738
610	279.2631543
611	279.2095268
612	279.174489
613	279.1534138
614	279.0912322
615	279.0344821
616	278.9783943
617	278.9239935
618	278.8823012
619	278.7756016
620	278.7417293
621	278.7024258
622	278.6341463
623	278.5905454
624	278.5588067
625	278.5190438
626	278.4676963
627	278.4205326
628	278.3690675
629	278.343799
630	278.2902793
631	278.1942507
632	278.1403833
633	278.0526011
634	278.0088999
635	277.974791
636	277.9314321
637	277.7716839
638	277.7330991
639	277.6875267
640	277.6217025
641	277.5867135
642	277.5654716
643	277.4843541
644	277.4365024
645	277.3468125
646	277.2740159
647	277.2525525
648	277.1703324
649	277.0978546
650	276.9837309
651	276.9396616
652	276.8615184
653	276.7842584
654	276.7393928
655	276.6461033
656	276.6369352
657	276.5800145
658	276.4753483
659	276.449273
660	276.3843281
661	276.313809
662	276.2306019
663	276.1936908
664	276.1432292
665	276.0676924
666	275.9990355
667	275.9425917
668	275.8655659
669	275.7942467
670	275.7558253
671	275.6872099
672	275.6525383
673	275.6130336
674	275.5453994
675	275.4710926
676	275.4292203
677	275.3855004
678	275.3497086
679	275.2395223
680	275.187175
681	275.1311876
682	275.074131
683	275.0199313
684	274.9918272
685	274.9578026
686	274.9069865
687	274.8633149
688	274.8204723
689	274.7587158
690	274.6900129
691	274.6581435
692	274.6251557
693	274.5405273
694	274.5139351
695	274.4874946
696	274.4514923
697	274.4234896
698	274.3933902
699	274.3300606
700	274.2883146
701	274.2466327
702	274.2153075
703	274.1797316
704	274.0999897
705	274.064025
706	273.9919987
707	273.9531539
708	273.9072243
709	273.8550221
710	273.8114592
711	273.7625602
712	273.6914423
713	273.6467949
714	273.5547716
715	273.5194121
716	273.4849374
717	273.4353971
718	273.3918035
719	273.3541241
720	273.337005
721	273.2888995
722	273.2513125
723	273.2024558
724	273.1521083
725	273.1044582
726	273.0628587
727	273.0233308
728	272.9694182
729	272.8998665
730	272.8730779
731	272.861225
732	272.8088877
733	272.7463215
734	272.6993864
735	272.6426197
736	272.5758874
737	272.5171434
738	272.4798974
739	272.4333185
740	272.4105763
741	272.3783513
742	272.3545062
743	272.2976585
744	272.2463959
745	272.2021208
746	272.1549112
747	272.1263014
748	272.0648815
749	272.0267311
750	271.9695173
751	271.948742
752	271.910978
753	271.8874238
754	271.8410567
755	271.8103744
756	271.7551365
757	271.6865465
758	271.6567967
759	271.6074116
760	271.5462298
761	271.4925635
762	271.4457721
763	271.4173472
764	271.3678998
765	271.3422879
766	271.3148706
767	271.274346
768	271.2593253
769	271.2080059
770	271.1892338
771	271.1511733
772	271.1219146
773	271.0598466
774	271.0364161
775	270.9883056
776	270.910997
777	270.8537029
778	270.7839694
779	270.7137566
780	270.6934006
781	270.6630841
782	270.6330172
783	270.5744625
784	270.5222569
785	270.4202838
786	270.3782023
787	270.3240411
788	270.2786385
789	270.2327173
790	270.1986434
791	270.1672649
792	270.1393505
793	270.1041935
794	270.0620746
795	270.0166592
796	269.9884985
797	269.9239238
798	269.9015459
799	269.8686075
800	269.8269813
801	269.7989578
802	269.7528501
803	269.7291902
804	269.6708505
805	269.60269
806	269.5626635
807	269.5373442
808	269.4986962
809	269.472555
810	269.419321
811	269.3638944
812	269.3081214
813	269.2854457
814	269.2319282
815	269.2068731
816	269.1700618
817	269.1317716
818	269.0974314
819	269.0754075
820	268.9978809
821	268.9659588
822	268.9376057
823	268.8544174
824	268.7978923
825	268.764301
826	268.7355474
827	268.6648928
828	268.6376142
829	268.6013689
830	268.5711179
831	268.5098747
832	268.4665721
833	268.4221841
834	268.3754141
835	268.3449991
836	268.2597626
837	268.2213223
838	268.1856383
839	268.1185379
840	268.0632126
841	268.0183737
842	267.9948832
843	267.9481811
844	267.8822712
845	267.8258714
846	267.7803305
847	267.6785768
848	267.6479313
849	267.6089011
850	267.5573787
851	267.5235051
852	267.5005105
853	267.4549485
854	267.4245464
855	267.371011
856	267.3342354
857	267.2719455
858	267.2334509
859	267.1730779
860	267.1568098
861	267.1198739
862	267.0714443
863	267.0053819
864	266.98207
865	266.9450586
866	266.9119641
867	266.8583412
868	266.8319186
869	266.7869226
870	266.7077665
871	266.6810806
872	266.6024698
873	266.5682524
874	266.5260766
875	266.482263
876	266.4470378
877	266.38729
878	266.3334486
879	266.3008175
880	266.2737341
881	266.256392
882	266.212078
883	266.1777326
884	266.1191415
885	266.067075
886	266.0245444
887	265.9865176
888	265.9334493
889	265.9108296
890	265.8708932
891	265.8541481
892	265.8190466
893	265.7898876
894	265.752228
895	265.7106404
896	265.6564692
897	265.6137798
898	265.5690306
899	265.539904
900	265.4988065
901	265.4740889
902	265.4322679
903	265.3995814
904	265.3695188
905	265.318852
906	265.2480681
907	265.1982759
908	265.1737264
909	265.1339864
910	265.1047545
911	265.0624632
912	264.9987058
913	264.9635192
914	264.9119599
915	264.8651221
916	264.7804034
917	264.7322046
918	264.7018415
919	264.6662628
920	264.6218376
921	264.5614057
922	264.5171445
923	264.4830385
924	264.4462197
925	264.4070623
926	264.3542318
927	264.2966353
928	264.2487495
929	264.2308204
930	264.2000001
931	264.1600867
932	264.1086379
933	264.0613174
934	264.0404995
935	263.9756483
936	263.9433622
937	263.9051701
938	263.8485506
939	263.8140775
940	263.7846491
941	263.7353359
942	263.7166106
943	263.6665207
944	263.617234
945	263.596912
946	263.5765596
947	263.5324487
948	263.5013467
949	263.4587071
950	263.3981121
951	263.3509563
952	263.2965369
953	263.2756793
954	263.2410625
955	263.1677177
956	263.1347402
957	263.1022529
958	263.0922269
959	263.0644448
960	263.0158381
961	262.9772454
962	262.9448552
963	262.9174238
964	262.8996918
965	262.8317885
966	262.787302
967	262.7538236
968	262.7202028
969	262.6626801
970	262.6160829
971	262.5940925
972	262.5662861
973	262.52361
974	262.4874951
975	262.4438967
976	262.4282254
977	262.396629
978	262.3280143
979	262.2806793
980	262.2500523
981	262.2172081
982	262.1722641
983	262.1121687
984	262.0627121
985	262.0096687
986	261.9929206
987	261.9588009
988	261.9507706
989	261.9261809
990	261.89993
991	261.8482885
992	261.8002232
993	261.7828981
994	261.7341835
995	261.6656048
996	261.6436005
997	261.62771
998	261.5875149
999	261.540248
1000	261.5077465
1001	261.4847813
1002	261.4475389
1003	261.4036932
1004	261.3531357
1005	261.3198827
1006	261.2747778
1007	261.2239343
1008	261.177813
1009	261.1540099
1010	261.131138
1011	261.0942752
1012	261.0529896
1013	261.0066746
1014	260.9570539
1015	260.9089996
1016	260.8824318
1017	260.8169802
1018	260.7926133
1019	260.7383313
1020	260.7029925
1021	260.6548036
1022	260.6092993
1023	260.5773899
1024	260.5516849
1025	260.5174979
1026	260.471451
1027	260.4227361
1028	260.4067852
1029	260.3445582
1030	260.3251071
1031	260.2936824
1032	260.2122732
1033	260.1658296
1034	260.1480161
1035	260.1074899
1036	260.0678623
1037	259.9971599
1038	259.9724173
1039	259.9317839
1040	259.8835597
1041	259.8396372
1042	259.806872
1043	259.7661678
1044	259.7394719
1045	259.6994452
1046	259.6618901
1047	259.6226917
1048	259.5844502
1049	259.5584527
1050	259.5086514
1051	259.4743048
1052	259.444218
1053	259.433781
1054	259.399199
1055	259.3546783
1056	259.3378867
1057	259.2962476
1058	259.2556113
1059	259.2248917
1060	259.192383
1061	259.1430906
1062	259.1109823
1063	259.0793937
1064	259.0543745
1065	259.0030557
1066	258.9804414
1067	258.9418096
1068	258.915114
1069	258.8576833
1070	258.8319664
1071	258.7876373
1072	258.7603789
1073	258.7366688
1074	258.6895118
1075	258.6596765
1076	258.6261717
1077	258.5981768
1078	258.5852706
1079	258.5538388
1080	258.533585
1081	258.4953281
1082	258.4662928
1083	258.4192832
1084	258.3776962
1085	258.3480879
1086	258.3134009
1087	258.2868439
1088	258.2634811
1089	258.2490192
1090	258.2089724
1091	258.1763747
1092	258.1251097
1093	258.1078666
1094	258.0708961
1095	258.0497459
1096	258.0235733
1097	257.9889303
1098	257.9311561
1099	257.8931047
1100	257.8316201
1101	257.794119
1102	257.7519992
1103	257.7171597
1104	257.6744649
1105	257.6295223
1106	257.5838803
1107	257.5563918
1108	257.4884136
1109	257.4704039
1110	257.4415201
1111	257.4170545
1112	257.3830685
1113	257.3590845
1114	257.3246513
1115	257.2945054
1116	257.2577985
1117	257.2531574
1118	257.2325594
1119	257.1992684
1120	257.1781246
1121	257.1534339
1122	257.1100517
1123	257.0827671
1124	257.0662318
1125	257.0526747
1126	256.978791
1127	256.9370596
1128	256.9076599
1129	256.8734982
1130	256.8552167
1131	256.8233714
1132	256.7867869
1133	256.7393362
1134	256.7187783
1135	256.6881775
1136	256.6827807
1137	256.6742629
1138	256.5984922
1139	256.5689303
1140	256.5418978
1141	256.5121822
1142	256.4689305
1143	256.4560658
1144	256.4499711
1145	256.4290314
1146	256.3680606
1147	256.3310498
1148	256.2951662
1149	256.2838739
1150	256.253324
1151	256.2141657
1152	256.1919658
1153	256.1565562
1154	256.123654
1155	256.0927632
1156	256.0697978
1157	256.0114883
1158	255.9728221
1159	255.9438318
1160	255.9375395
1161	255.9208645
1162	255.8840903
1163	255.8402085
1164	255.8171778
1165	255.7679076
1166	255.7344969
1167	255.7114338
1168	255.6973206
1169	255.6483911
1170	255.6263074
1171	255.5750658
1172	255.5594201
1173	255.5241058
1174	255.4930846
1175	255.4599925
1176	255.4261867
1177	255.3992273
1178	255.3647721
1179	255.3439622
1180	255.297397
1181	255.2613844
1182	255.2401316
1183	255.1897256
1184	255.1792917
1185	255.1627248
1186	255.1224727
1187	255.0841108
1188	255.0650853
1189	255.030723
1190	254.9802111
1191	254.9300261
1192	254.8839578
1193	254.8588223
1194	254.8207275
1195	254.7993647
1196	254.7847929
1197	254.760639
1198	254.7372508
1199	254.7017868
1200	254.6751611
1201	254.638215
1202	254.6106108
1203	254.5343311
1204	254.5076336
1205	254.4715021
1206	254.4541016
1207	254.4318819
1208	254.3814523
1209	254.3557053
1210	254.3307149
1211	254.2818317
1212	254.2340208
1213	254.1939373
1214	254.1653805
1215	254.1409449
1216	254.1255612
1217	254.0918242
1218	254.0721678
1219	254.0363493
1220	254.0042499
1221	253.9770682
1222	253.953684
1223	253.9338572
1224	253.9113
1225	253.8613508
1226	253.8422621
1227	253.791601
1228	253.7605416
1229	253.7290705
1230	253.708188
1231	253.6656701
1232	253.660056
1233	253.634723
1234	253.592921
1235	253.5783878
1236	253.553477
1237	253.5211889
1238	253.461031
1239	253.4083028
1240	253.3501937
1241	253.3142102
1242	253.2651161
1243	253.231922
1244	253.2259054
1245	253.1959377
1246	253.1711588
1247	253.1382196
1248	253.1327361
1249	253.0850746
1250	253.048752
1251	253.0234477
1252	252.9913621
1253	252.9669307
1254	252.9523285
1255	252.922239
1256	252.8824652
1257	252.8378758
1258	252.8055746
1259	252.7889012
1260	252.7519154
1261	252.740823
1262	252.7104901
1263	252.6811786
1264	252.6609395
1265	252.6301573
1266	252.6009842
1267	252.5748474
1268	252.5425506
1269	252.5202264
1270	252.4912035
1271	252.4676297
1272	252.4474223
1273	252.3816394
1274	252.3597833
1275	252.3368299
1276	252.3330556
1277	252.2915536
1278	252.2670281
1279	252.2400123
1280	252.2057516
1281	252.1748104
1282	252.1297066
1283	252.1018017
1284	252.0561073
1285	252.033288
1286	252.0165512
1287	251.971749
1288	251.9461475
1289	251.9049589
1290	251.8573895
1291	251.7929224
1292	251.7679671
1293	251.7552814
1294	251.7336119
1295	251.7106953
1296	251.6794613
1297	251.6333564
1298	251.5985259
1299	251.5793217
1300	251.5359001
1301	251.5203739
1302	251.4609206
1303	251.4271153
1304	251.3822243
1305	251.3660786
1306	251.3091974
1307	251.2703766
1308	251.2401609
1309	251.2085225
1310	251.1894428
1311	251.1672814
1312	251.1378704
1313	251.1125186
1314	251.0853865
1315	251.0432993
1316	251.0165406
1317	250.9952809
1318	250.9308959
1319	250.8990462
1320	250.8809515
1321	250.8436432
1322	250.8029513
1323	250.7774589
1324	250.7311264
1325	250.6989509
1326	250.6727971
1327	250.6257272
1328	250.5952492
1329	250.548838
1330	250.5190105
1331	250.4984501
1332	250.4792988
1333	250.4560061
1334	250.4154376
1335	250.3876831
1336	250.3504534
1337	250.3362946
1338	250.2919613
1339	250.2763483
1340	250.2542323
1341	250.219589
1342	250.1902736
1343	250.1796717
1344	250.1654295
1345	250.1512854
1346	250.129936
1347	250.1071549
1348	250.0931018
1349	250.0819814
1350	250.0581424
1351	250.0302598
1352	249.9892144
1353	249.9692977
1354	249.9523886
1355	249.8990371
1356	249.8869736
1357	249.8719259
1358	249.8163006
1359	249.7842463
1360	249.7453844
1361	249.7237192
1362	249.6953579
1363	249.6789563
1364	249.6343146
1365	249.5928529
1366	249.5595448
1367	249.543325
1368	249.5224514
1369	249.493027
1370	249.4570043
1371	249.436124
1372	249.3988417
1373	249.3560204
1374	249.3312941
1375	249.2841942
1376	249.2574123
1377	249.2296961
1378	249.2010373
1379	249.1941767
1380	249.1724599
1381	249.1458089
1382	249.1366464
1383	249.1002838
1384	249.0530695
1385	249.0242237
1386	249.006868
1387	248.9844462
1388	248.9604957
1389	248.9114966
1390	248.9013326
1391	248.887961
1392	248.8724027
1393	248.8454297
1394	248.8102866
1395	248.7719101
1396	248.7616526
1397	248.7253852
1398	248.7091733
1399	248.6808298
1400	248.6344708
1401	248.6019316
1402	248.568558
1403	248.5202816
1404	248.4712661
1405	248.4450364
1406	248.4220712
1407	248.3969619
1408	248.3798669
1409	248.3798033
1410	248.3288612
1411	248.3098496
1412	248.2894787
1413	248.2340071
1414	248.217672
1415	248.1966366
1416	248.1820456
1417	248.1565278
1418	248.0942844
1419	248.0465395
1420	248.0174005
1421	247.9898749
1422	247.9756515
1423	247.9531654
1424	247.9489314
1425	247.9063902
1426	247.9053231
1427	247.8829185
1428	247.8700684
1429	247.8399114
1430	247.812754
1431	247.7979543
1432	247.7631018
1433	247.7396158
1434	247.6850048
1435	247.6700758
1436	247.6331023
1437	247.5908363
1438	247.5700704
1439	247.5662964
1440	247.5381265
1441	247.5186915
1442	247.4977607
1443	247.4743263
1444	247.4562728
1445	247.4088925
1446	247.3834031
1447	247.3608821
1448	247.3195123
1449	247.2913596
1450	247.2648463
1451	247.2504941
1452	247.2239157
1453	247.2012501
1454	247.1885588
1455	247.1652784
1456	247.1328584
1457	247.1095086
1458	247.0758295
1459	247.0559843
1460	247.0168903
1461	246.9969385
1462	246.9699958
1463	246.9438887
1464	246.9313668
1465	246.9038312
1466	246.8633788
1467	246.8332919
1468	246.8222888
1469	246.8056018
1470	246.7918364
1471	246.7831762
1472	246.7597946
1473	246.7203241
1474	246.655134
1475	246.6306952
1476	246.59794
1477	246.5693497
1478	246.5404569
1479	246.5104752
1480	246.4805631
1481	246.4433301
1482	246.432641
1483	246.4227641
1484	246.4211056
1485	246.3867458
1486	246.3672649
1487	246.3471183
1488	246.3293254
1489	246.3000549
1490	246.2801033
1491	246.2623042
1492	246.2447968
1493	246.216836
1494	246.1881866
1495	246.1620927
1496	246.1474461
1497	246.1276245
1498	246.1008538
1499	246.0871017
